objectid,parentid,filename,identifier,title,description,archival_call_number,archival_collection,finding_aid_ark,source,contributing_institution_valueURI,language,subject,topical_subject_fast_valueURI,geographic_subject_fast,geographic_subject_fast_valueURI,geographic_subject_local,location,latitude,longitude,personal_name_subject,personal_name_subject_valueURI,corporate_name_subject,corporate_name_subject_valueURI,extent,rights,rightsstatement,date,ark,date_created,date_modified,digital_collection,digital_collection_ark,digital_origin,pid,local_id,type,dcmi_type_valueURI,type_of_resource,imt_type,format,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
iowastateparks0001,,,,Tent at Ledges Park,Black and white photograph showing a tent at Ledges Park.,RS 4/8,Iowa State University. Facilities Planning and Management records,https://n2t.net/ark:/87292/w9cx82,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,Camping--Equipment and supplies;Tents,http://id.worldcat.org/fast/844930;http://id.worldcat.org/fast/1147746,Iowa--Boone County,http://id.worldcat.org/fast/1212206,Iowa--Ledges State Park,Ledges State Park,41.99183862,-93.87440815,,,,,1 item,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,1903,https://n2t.net/ark:/87292/w9x62h,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_2,IowaStateParks_2,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,multiple,,/objects/small/04-08-l_offcampus_0377-013-001a_sm.jpg,/objects/thumbs/04-08-l_offcampus_0377-013-001a_th.jpg,,
iowastateparks0002,iowastateparks0001,04-08-L_OffCampus_0377-013-001a.jpg,04-08-L_OffCampus_0377-013-001a,Front,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_0,IowaStateParks_0,,,,image/tiff,image/jpeg,image,/objects/04-08-L_OffCampus_0377-013-001a.jpg,/objects/small/04-08-l_offcampus_0377-013-001a_sm.jpg,/objects/thumbs/04-08-l_offcampus_0377-013-001a_th.jpg,,
iowastateparks0003,iowastateparks0001,04-08-L_OffCampus_0377-013-001b.jpg,04-08-L_OffCampus_0377-013-001b,Back,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_1,IowaStateParks_1,,,,image/tiff,image/jpeg,image,/objects/04-08-L_OffCampus_0377-013-001b.jpg,/objects/small/04-08-l_offcampus_0377-013-001b_sm.jpg,/objects/thumbs/04-08-l_offcampus_0377-013-001b_th.jpg,,
iowastateparks0004,,,,Swimming at Ledges Park,Black and white photograph showing people swimming at Ledges Park.,RS 4/8,Iowa State University. Facilities Planning and Management records,https://n2t.net/ark:/87292/w9cx82,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,Swimming,http://id.worldcat.org/fast/1140328,Iowa--Boone County,http://id.worldcat.org/fast/1212206,Iowa--Ledges State Park,Ledges State Park,41.99183862,-93.87440815,,,,,1 item,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,1903,https://n2t.net/ark:/87292/w9sc9n,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_5,IowaStateParks_5,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,multiple,,/objects/small/04-08-l_offcampus_0377-013-002a_sm.jpg,/objects/thumbs/04-08-l_offcampus_0377-013-002a_th.jpg,,
iowastateparks0005,iowastateparks0004,04-08-L_OffCampus_0377-013-002a.jpg,04-08-L_OffCampus_0377-013-002a,Front,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_3,IowaStateParks_3,,,,image/tiff,image/jpeg,image,/objects/04-08-L_OffCampus_0377-013-002a.jpg,/objects/small/04-08-l_offcampus_0377-013-002a_sm.jpg,/objects/thumbs/04-08-l_offcampus_0377-013-002a_th.jpg,,
iowastateparks0006,iowastateparks0004,04-08-L_OffCampus_0377-013-002b.jpg,04-08-L_OffCampus_0377-013-002b,Back,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_4,IowaStateParks_4,,,,image/tiff,image/jpeg,image,/objects/04-08-L_OffCampus_0377-013-002b.jpg,/objects/small/04-08-l_offcampus_0377-013-002b_sm.jpg,/objects/thumbs/04-08-l_offcampus_0377-013-002b_th.jpg,,
iowastateparks0007,,,,Tents at Camp Cladonia at Ledges Park,"Black and white photograph showing tents at Camp Cladonia, located in Ledges Park.",RS 4/8,Iowa State University. Facilities Planning and Management records,https://n2t.net/ark:/87292/w9cx82,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,Camping--Equipment and supplies;Tents,http://id.worldcat.org/fast/844930;http://id.worldcat.org/fast/1147746,Iowa--Boone County,http://id.worldcat.org/fast/1212206,Iowa--Ledges State Park,Ledges State Park,41.99183862,-93.87440815,,,,,1 item,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,1903,https://n2t.net/ark:/87292/w9np6c,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_8,IowaStateParks_8,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,multiple,,/objects/small/04-08-l_offcampus_0377-013-002c_sm.jpg,/objects/thumbs/04-08-l_offcampus_0377-013-002c_th.jpg,,
iowastateparks0008,iowastateparks0007,04-08-L_OffCampus_0377-013-002c.jpg,04-08-L_OffCampus_0377-013-002c,Front,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_6,IowaStateParks_6,,,,image/tiff,image/jpeg,image,/objects/04-08-L_OffCampus_0377-013-002c.jpg,/objects/small/04-08-l_offcampus_0377-013-002c_sm.jpg,/objects/thumbs/04-08-l_offcampus_0377-013-002c_th.jpg,,
iowastateparks0009,iowastateparks0007,04-08-L_OffCampus_0377-013-002d.jpg,04-08-L_OffCampus_0377-013-002d,Back,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_7,IowaStateParks_7,,,,image/tiff,image/jpeg,image,/objects/04-08-L_OffCampus_0377-013-002d.jpg,/objects/small/04-08-l_offcampus_0377-013-002d_sm.jpg,/objects/thumbs/04-08-l_offcampus_0377-013-002d_th.jpg,,
iowastateparks0010,,,,Afternoon in camp at Ledges Park,A black and white photograph of a group of people in a camp site in Ledges Park.,RS 4/8,Iowa State University. Facilities Planning and Management records,https://n2t.net/ark:/87292/w9cx82,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,Tents;Camping--Equipment and supplies,http://id.worldcat.org/fast/1147746;http://id.worldcat.org/fast/844930,Iowa--Boone County,http://id.worldcat.org/fast/1212206,Iowa--Ledges State Park,Ledges State Park,41.99183862,-93.87440815,,,,,1 item,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,1903,https://n2t.net/ark:/87292/w9hw4f,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_11,IowaStateParks_11,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,multiple,,/objects/small/04-08-l_offcampus_0377-013-003a_sm.jpg,/objects/thumbs/04-08-l_offcampus_0377-013-003a_th.jpg,,
iowastateparks0011,iowastateparks0010,04-08-L_OffCampus_0377-013-003a.jpg,04-08-L_OffCampus_0377-013-003a,Front,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_9,IowaStateParks_9,,,,image/tiff,image/jpeg,image,/objects/04-08-L_OffCampus_0377-013-003a.jpg,/objects/small/04-08-l_offcampus_0377-013-003a_sm.jpg,/objects/thumbs/04-08-l_offcampus_0377-013-003a_th.jpg,,
iowastateparks0012,iowastateparks0010,04-08-L_OffCampus_0377-013-003b.jpg,04-08-L_OffCampus_0377-013-003b,Back,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_10,IowaStateParks_10,,,,image/tiff,image/jpeg,image,/objects/04-08-L_OffCampus_0377-013-003b.jpg,/objects/small/04-08-l_offcampus_0377-013-003b_sm.jpg,/objects/thumbs/04-08-l_offcampus_0377-013-003b_th.jpg,,
iowastateparks0013,,,,Ledges State Park,A black and white photograph showing a women standing in a creek located in Ledges State Park.,RS 4/8,Iowa State University. Facilities Planning and Management records,https://n2t.net/ark:/87292/w9cx82,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Boone County,http://id.worldcat.org/fast/1212206,Iowa--Ledges State Park,Ledges State Park,41.99183862,-93.87440815,,,,,1 item,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,1903,https://n2t.net/ark:/87292/w9d61g,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_14,IowaStateParks_14,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,multiple,,/objects/small/04-08-l_offcampus_0377-013-003c_sm.jpg,/objects/thumbs/04-08-l_offcampus_0377-013-003c_th.jpg,,
iowastateparks0014,iowastateparks0013,04-08-L_OffCampus_0377-013-003c.jpg,04-08-L_OffCampus_0377-013-003c,Front,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_12,IowaStateParks_12,,,,image/tiff,image/jpeg,image,/objects/04-08-L_OffCampus_0377-013-003c.jpg,/objects/small/04-08-l_offcampus_0377-013-003c_sm.jpg,/objects/thumbs/04-08-l_offcampus_0377-013-003c_th.jpg,,
iowastateparks0015,iowastateparks0013,04-08-L_OffCampus_0377-013-003d.jpg,04-08-L_OffCampus_0377-013-003d,Back,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_13,IowaStateParks_13,,,,image/tiff,image/jpeg,image,/objects/04-08-L_OffCampus_0377-013-003d.jpg,/objects/small/04-08-l_offcampus_0377-013-003d_sm.jpg,/objects/thumbs/04-08-l_offcampus_0377-013-003d_th.jpg,,
iowastateparks0016,,,,Group in Ledges State Park,A black and white photograph showing a group of people in a camp site located in Ledges State Park.,RS 4/8,Iowa State University. Facilities Planning and Management records,https://n2t.net/ark:/87292/w9cx82,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Boone County,http://id.worldcat.org/fast/1212206,Iowa--Ledges State Park,Ledges State Park,41.99183862,-93.87440815,,,,,1 item,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,1903,https://n2t.net/ark:/87292/w98d0x,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_17,IowaStateParks_17,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,multiple,,/objects/small/04-08-l_offcampus_0377-013-004b_sm.jpg,/objects/thumbs/04-08-l_offcampus_0377-013-004b_th.jpg,,
iowastateparks0017,iowastateparks0016,04-08-L_OffCampus_0377-013-004b.jpg,04-08-L_OffCampus_0377-013-004b,Front,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_16,IowaStateParks_16,,,,image/tiff,image/jpeg,image,/objects/04-08-L_OffCampus_0377-013-004b.jpg,/objects/small/04-08-l_offcampus_0377-013-004b_sm.jpg,/objects/thumbs/04-08-l_offcampus_0377-013-004b_th.jpg,,
iowastateparks0018,iowastateparks0016,04-08-L_OffCampus_0377-013-004a.jpg,04-08-L_OffCampus_0377-013-004a,Back,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_15,IowaStateParks_15,,,,image/tiff,image/jpeg,image,/objects/04-08-L_OffCampus_0377-013-004a.jpg,/objects/small/04-08-l_offcampus_0377-013-004a_sm.jpg,/objects/thumbs/04-08-l_offcampus_0377-013-004a_th.jpg,,
iowastateparks0019,,,,Professor G. B. MacDonald,A black and white photograph of Professor G. B. MacDonald.,RS 9/14,Iowa State University. Department of Forestry records,https://n2t.net/ark:/87292/w9z18c,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Story County,http://id.worldcat.org/fast/1221286,,,,,,,Iowa State University,http://id.loc.gov/authorities/names/n81041658,1 photograph,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,https://n2t.net/ark:/87292/w94p5b,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_20,IowaStateParks_20,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,multiple,,/objects/small/04-08-l_offcampus_0377-013-004a_sm.jpg,/objects/thumbs/04-08-l_offcampus_0377-013-004a_th.jpg,,
iowastateparks0020,iowastateparks0019,09-14-A_MacDonald_0720-005-001a.jpg,09-14-A_MacDonald_0720-005-001a,Front,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_18,IowaStateParks_18,,,,image/tiff,image/jpeg,image,/objects/09-14-A_MacDonald_0720-005-001a.jpg,/objects/small/09-14-a_macdonald_0720-005-001a_sm.jpg,/objects/thumbs/09-14-a_macdonald_0720-005-001a_th.jpg,,
iowastateparks0021,iowastateparks0019,09-14-A_MacDonald_0720-005-001b.jpg,09-14-A_MacDonald_0720-005-001b,Back,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_19,IowaStateParks_19,,,,image/tiff,image/jpeg,image,/objects/09-14-A_MacDonald_0720-005-001b.jpg,/objects/small/09-14-a_macdonald_0720-005-001b_sm.jpg,/objects/thumbs/09-14-a_macdonald_0720-005-001b_th.jpg,,
iowastateparks0022,,13-05-13_Pammel_0044-003_c-001.pdf,13-05-13_Pammel_0044-003_c-001,Louis Hermann Pammel letter to Mrs. E. F. Armstrong with a carbon copy to Mrs. C. H. McNider,A letter from Pammel to Mrs. Armstrong regarding the use of ledges and potential sites he believes the state should purchase for the use of the state parks.,RS 13/5/13,Louis Hermann Pammel papers,https://n2t.net/ark:/87292/w9jv31,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Webster County;Iowa--Story County;Iowa--Cerro Gordo County,http://id.worldcat.org/fast/1212641;http://id.worldcat.org/fast/1221286;http://id.worldcat.org/fast/1212208,,,,,,,,,3 pages,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,1926-07-02,https://n2t.net/ark:/87292/w9103r,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_24,IowaStateParks_24,Text,http://purl.org/dc/dcmitype/Text,text,image/tiff,application/pdf,pdf,/objects/13-05-13_Pammel_0044-003_c-001.pdf,/objects/small/13-05-13_pammel_0044-003_c-001_sm.jpg,/objects/thumbs/13-05-13_pammel_0044-003_c-001_th.jpg,,
iowastateparks0023,,13-05-13_Pammel_0049-002-007.pdf,13-05-13_Pammel_0049-002-007,"Report on the existing conditions and proposed landscape development on the tract of land near Lehigh, Iowa, known as Dolliver Park","A report to the Board of Conservation of the State of Iowa regarding the existing conditions and proposed landscape development on the tract of landed near Lehigh, Iowa know as Dolliver Park.",RS 13/5/13,Louis Hermann Pammel papers,https://n2t.net/ark:/87292/w9jv31,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Webster County,http://id.worldcat.org/fast/1212641,,,,,,,,,3 pages,"The Iowa State University Library has reviewed this item but was unable to make a conclusive determination as to the copyright and related rights status of the item. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/UND/1.0/,1923-06-19,https://n2t.net/ark:/87292/w9w60f,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_28,IowaStateParks_28,Text,http://purl.org/dc/dcmitype/Text,text,image/tiff,application/pdf,pdf,/objects/13-05-13_Pammel_0049-002-007.pdf,/objects/small/13-05-13_pammel_0049-002-007_sm.jpg,/objects/thumbs/13-05-13_pammel_0049-002-007_th.jpg,,
iowastateparks0024,,13-05-13_Pammel_0049-002-008.pdf,13-05-13_Pammel_0049-002-008,Dedication program for Ledges State Park,A dedication program for Ledges State Park.,RS 13/5/13,Louis Hermann Pammel papers,https://n2t.net/ark:/87292/w9jv31,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Boone County,http://id.worldcat.org/fast/1212206,Iowa--Ledges State Park,Ledges State Park,41.99183862,-93.87440815,,,,,3 pages,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,1924-11-09,https://n2t.net/ark:/87292/w9rg80,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_32,IowaStateParks_32,Text,http://purl.org/dc/dcmitype/Text,text,image/tiff,application/pdf,pdf,/objects/13-05-13_Pammel_0049-002-008.pdf,/objects/small/13-05-13_pammel_0049-002-008_sm.jpg,/objects/thumbs/13-05-13_pammel_0049-002-008_th.jpg,,
iowastateparks0025,,13-05-13_Pammel_0049-002-020.pdf,13-05-13_Pammel_0049-002-020,Dedication of Dolliver Memorial State Park,"Dedication Program for Dolliver Memorial State Park, located in Webster County, Iowa.",RS 13/5/13,Louis Hermann Pammel papers,https://n2t.net/ark:/87292/w9jv31,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Webster County,http://id.worldcat.org/fast/1212641,Iowa--Dolliver Memorial State Park,Dolliver Memorial State Park,42.38947615,-94.08049322,,,,,3 pages,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,1925,https://n2t.net/ark:/87292/w9mp5p,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_36,IowaStateParks_36,Text,http://purl.org/dc/dcmitype/Text,text,image/tiff,application/pdf,pdf,/objects/13-05-13_Pammel_0049-002-020.pdf,/objects/small/13-05-13_pammel_0049-002-020_sm.jpg,/objects/thumbs/13-05-13_pammel_0049-002-020_th.jpg,,
iowastateparks0026,,,,Professor Pammel with a class at Ledges State Park,A black and white photograph showing Professor Pammel and a class at Ledges State Park.,RS 13/5,Iowa State University. Department of Botany records,https://n2t.net/ark:/87292/w9z19r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,School field trips,http://id.worldcat.org/fast/1107418,Iowa--Boone County,http://id.worldcat.org/fast/1212206,Iowa--Ledges State Park,Ledges State Park,41.99183862,-93.87440815,,,,,1 photograph,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,https://n2t.net/ark:/87292/w9h04g,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_39,IowaStateParks_39,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,multiple,,/objects/small/13-05-a_pammel_1026-002-001a_sm.jpg,/objects/thumbs/13-05-a_pammel_1026-002-001a_th.jpg,,
iowastateparks0027,iowastateparks0026,13-05-A_Pammel_1026-002-001a.jpg,13-05-A_Pammel_1026-002-001a,Front,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_37,IowaStateParks_37,,,,image/tiff,image/jpeg,image,/objects/13-05-A_Pammel_1026-002-001a.jpg,/objects/small/13-05-a_pammel_1026-002-001a_sm.jpg,/objects/thumbs/13-05-a_pammel_1026-002-001a_th.jpg,,
